STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2008,,360,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2009,,358,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2010,,355,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2011,,355,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2012,,339,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2013,,343,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2014,,353,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2015,,363,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2016,,381,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2017,,398,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2018,,420,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2019,,439,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2020,,449,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2021,,465,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2022,,478,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2023,,495,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2024,,513,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,1990,,187,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,1991,,194,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,1992,,199,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,1993,,202,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,1994,,211,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,1995,,218,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,1996,,220,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,1997,,224,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,1998,,216,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,1999,,221,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2000,,232,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2001,,244,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2002,,259,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2003,,274,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2004,,280,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2005,,287,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2006,,319,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2007,,325,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2008,,305,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2009,,301,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2010,,299,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2011,,299,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2012,,301,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2013,,309,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2014,,317,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2015,,327,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2016,,340,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2017,,357,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2018,,375,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2019,,393,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2020,,406,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2021,,418,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2022,,426,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2023,,435,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2024,,447,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,1990,,227,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,1991,,236,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,1992,,241,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,1993,,249,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,1994,,261,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,1995,,274,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,1996,,289,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,1997,,307,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,1998,,321,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,1999,,336,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2000,,344,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2001,,360,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2002,,371,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2003,,380,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2004,,385,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2005,,395,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2006,,410,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2007,,422,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2008,,442,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2009,,434,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2010,,426,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2011,,428,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2012,,426,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2013,,427,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2014,,431,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2015,,436,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2016,,438,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2017,,441,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2018,,442,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2019,,450,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2020,,452,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2021,,448,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2022,,443,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2023,,449,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2024,,466,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,1990,,469,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,1991,,466,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,1992,,457,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,1993,,438,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,1994,,434,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,1995,,444,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,1996,,463,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,1997,,485,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,1998,,508,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,1999,,541,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2000,,561,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2001,,558,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2004,,596,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2005,,624,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2017,,738,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2018,,749,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2019,,741,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2020,,731,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2021,,768,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2022,,741,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2023,,667,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2024,,639,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,1990,,483,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,1991,,502,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,1992,,518,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,1993,,522,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,1994,,522,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,1995,,533,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,1996,,536,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,1997,,540,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,1998,,555,,p,provisional,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,1999,,563,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2000,,572,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2001,,583,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2002,,590,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2003,,597,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2004,,587,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2005,,597,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2006,,606,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2007,,608,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2008,,612,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2009,,614,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2010,,619,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2011,,625,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2012,,621,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2013,,613,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2014,,615,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2015,,621,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2016,,631,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2017,,643,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2018,,652,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2019,,663,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2020,,671,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2021,,675,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2022,,682,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2023,,694,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2024,,701,,p,provisional,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,1990,,582,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,1991,,590,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,1992,,593,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,1993,,586,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,1994,,596,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,1995,,614,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,1996,,610,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,1997,,639,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,1998,,625,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,1999,,648,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2000,,669,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2001,,675,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2002,,679,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2003,,686,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2004,,692,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2005,,699,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2006,,691,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2007,,689,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2008,,715,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2009,,722,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2010,,744,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2011,,749,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2012,,760,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2013,,757,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2014,,762,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2015,,766,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2016,,773,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2017,,779,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2018,,780,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2019,,781,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2020,,779,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2021,,777,,,,,
